,score,avg_moves,num_positivs,reward
8671,420,64,1,5125.0
8672,500,71,1,5567.0
8673,560,74,1,6285.0
8674,900,94,1,11544.0
8675,800,88,1,10253.0
8676,780,85,1,11015.0
8677,600,61,1,5899.0
8678,1240,105,1,15277.0
8679,820,86,1,9937.0
8680,780,81,1,10108.0
8681,680,63,1,6305.0
8682,240,56,1,1759.0
8683,600,71,1,6491.0
8684,1820,88,1,10503.0
8685,920,94,1,12067.0
8686,1820,88,1,10056.0
8687,1080,105,1,14893.0
8688,640,77,1,7357.0
8689,600,73,1,6445.0
8690,440,69,1,5648.0
8691,560,76,1,6849.0
8692,400,64,1,4020.0
8693,760,75,1,8434.0
8694,1260,114,1,16479.0
8695,740,80,1,9021.0
8696,900,81,1,10157.0
8697,500,70,1,6201.0
8698,440,59,1,4993.0
8699,620,78,1,7292.0
8700,360,57,1,3139.0
8701,700,81,1,8796.0
8702,900,90,1,11565.0
8703,1020,91,1,11955.0
8704,1100,100,1,14451.0
8705,840,89,1,10579.0
8706,320,58,1,2083.0
8707,1020,77,1,10308.0
8708,500,69,1,5547.0
8709,660,78,1,7787.0
8710,1860,87,1,9785.0
8711,600,78,1,8128.0
8712,320,61,1,3158.0
8713,860,90,1,11054.0
8714,980,77,1,10767.0
8715,560,76,1,6600.0
8716,440,70,1,5959.0
8717,660,81,1,8264.0
8718,800,90,1,10215.0
8719,1460,115,1,18205.0
8720,840,80,1,9574.0
8721,1060,82,1,11455.0
8722,1260,116,1,17221.0
8723,520,61,1,6407.0
8724,380,60,1,3300.0
8725,540,74,1,6905.0
8726,400,62,1,3812.0
8727,800,80,1,9245.0
8728,820,85,1,9901.0
8729,500,72,1,6285.0
8730,420,62,1,4628.0
8731,880,85,1,10253.0
8732,680,77,1,7903.0
8733,440,69,1,5390.0
8734,560,73,1,6614.0
8735,840,91,1,10865.0
8736,660,79,1,7434.0
8737,600,79,1,8299.0
8738,720,87,1,9502.0
8739,1280,116,1,17079.0
8740,820,87,1,10047.0
8741,920,96,1,12084.0
8742,400,63,1,4012.0
8743,460,69,1,5485.0
8744,400,65,1,4474.0
8745,640,78,1,7369.0
8746,1300,99,1,16046.0
8747,500,69,1,5886.0
8748,860,82,1,10038.0
8749,480,68,1,5477.0
8750,620,76,1,6777.0
8751,480,68,1,5223.0
8752,480,65,1,4824.0
8753,500,68,1,4439.0
8754,500,68,1,5744.0
8755,820,93,1,11138.0
8756,520,72,1,6141.0
8757,1000,88,1,12462.0
8758,1160,99,1,14421.0
8759,1140,108,1,15470.0
8760,660,80,1,8355.0
8761,340,59,1,2677.0
8762,660,70,1,7514.0
8763,740,88,1,9379.0
8764,1340,109,1,16734.0
8765,700,84,1,9620.0
8766,2000,97,1,12037.0
