,score,avg_moves,num_positivs,reward
8076,940,98,1,12893.0
8077,80,47,1,-729.0
8078,1500,111,1,18967.0
8079,680,84,1,9324.0
8080,980,97,1,12927.0
8081,580,75,1,7280.0
8082,440,66,1,4517.0
8083,1160,107,1,15085.0
8084,740,83,1,9117.0
8085,940,85,1,10405.0
8086,660,80,1,7804.0
8087,620,74,1,7973.0
8088,560,76,1,7711.0
8089,700,81,1,9003.0
8090,540,73,1,6357.0
8091,1620,129,1,21009.0
8092,980,97,1,11784.0
8093,1060,101,1,12896.0
8094,480,67,1,5253.0
8095,360,64,1,3866.0
8096,1180,104,1,14433.0
8097,720,84,1,9045.0
8098,840,89,1,11043.0
8099,520,72,1,6365.0
8100,380,63,1,3246.0
8101,500,72,1,5974.0
8102,1420,109,1,16366.0
8103,320,60,1,2859.0
8104,1040,102,1,13088.0
8105,620,78,1,7551.0
8106,800,89,1,10415.0
8107,860,81,1,9524.0
8108,320,61,1,3071.0
8109,840,90,1,10677.0
8110,860,81,1,8961.0
8111,1060,104,1,13300.0
8112,580,76,1,6768.0
8113,1080,103,1,14420.0
8114,680,82,1,8664.0
