,score,avg_moves,num_positivs
1658,0,22,0
1659,300,22,1
1660,0,24,0
1661,0,39,0
1662,0,25,0
1663,0,36,0
1664,0,33,0
1665,40,39,1
1666,0,28,0
1667,0,27,0
1668,240,45,1
1669,0,25,0
1670,0,33,0
1671,160,41,1
1672,0,29,0
1673,0,33,0
1674,380,42,1
1675,0,32,0
1676,0,32,0
1677,0,33,0
1678,0,26,0
1679,0,24,0
1680,80,39,1
1681,0,32,0
1682,0,39,0
1683,0,25,0
1684,0,30,0
1685,80,40,1
1686,420,46,1
1687,380,47,1
1688,0,28,0
1689,220,47,1
1690,140,44,1
1691,0,25,0
1692,0,32,0
1693,0,23,0
1694,540,55,1
1695,220,53,1
1696,140,25,1
1697,0,36,0
1698,0,29,0
1699,0,25,0
1700,220,51,1
1701,0,23,0
1702,80,45,1
1703,0,25,0
1704,0,26,0
1705,0,26,0
1706,40,33,1
1707,0,20,0
1708,0,29,0
1709,0,33,0
1710,0,23,0
1711,0,31,0
1712,0,39,0
1713,0,23,0
1714,140,22,1
1715,0,32,0
1716,0,41,0
1717,140,44,1
1718,0,20,0
1719,0,28,0
1720,300,32,1
1721,0,27,0
1722,100,39,1
1723,100,44,1
1724,0,38,0
1725,0,31,0
1726,0,32,0
1727,0,37,0
1728,0,22,0
1729,0,22,0
1730,0,24,0
1731,0,20,0
1732,120,48,1
1733,0,27,0
1734,300,32,1
1735,0,26,0
1736,80,46,1
1737,360,45,1
1738,0,27,0
1739,440,50,1
1740,0,30,0
1741,0,24,0
1742,0,31,0
1743,180,45,1
1744,0,22,0
1745,40,26,1
1746,1200,46,1
1747,0,22,0
1748,80,36,1
1749,0,26,0
1750,0,31,0
1751,0,26,0
1752,0,34,0
1753,100,34,1
1754,0,28,0
1755,0,38,0
1756,120,41,1
1757,0,21,0
1758,0,22,0
1759,0,24,0
1760,0,28,0
1761,220,48,1
1762,0,23,0
1763,0,33,0
1764,120,39,1
1765,0,29,0
1766,100,44,1
1767,220,49,1
1768,520,57,1
1769,0,28,0
1770,40,23,1
1771,0,32,0
1772,0,26,0
1773,120,42,1
1774,420,61,1
1775,0,30,0
1776,0,29,0
1777,40,40,1
1778,0,26,0
1779,440,44,1
1780,380,48,1
1781,100,37,1
1782,0,26,0
1783,80,37,1
1784,0,27,0
1785,0,29,0
1786,40,44,1
1787,0,27,0
1788,0,27,0
1789,0,27,0
1790,0,31,0
1791,140,36,1
1792,80,35,1
1793,0,29,0
1794,320,55,1
1795,0,39,0
1796,0,27,0
1797,0,31,0
1798,0,23,0
1799,40,23,1
1800,0,26,0
1801,0,22,0
1802,0,21,0
1803,0,20,0
1804,0,21,0
1805,0,19,0
1806,0,24,0
1807,0,28,0
1808,40,37,1
1809,0,37,0
1810,0,23,0
1811,0,24,0
1812,0,25,0
1813,0,27,0
1814,0,28,0
1815,0,31,0
1816,0,27,0
1817,0,22,0
1818,0,21,0
1819,40,36,1
1820,0,22,0
1821,100,33,1
1822,120,44,1
1823,0,35,0
1824,0,27,0
1825,0,23,0
1826,80,38,1
1827,0,26,0
1828,0,29,0
1829,0,29,0
1830,320,54,1
1831,0,20,0
1832,0,27,0
1833,100,30,1
1834,0,28,0
1835,100,42,1
1836,0,30,0
1837,0,26,0
1838,120,43,1
1839,0,32,0
1840,40,36,1
1841,0,30,0
1842,120,38,1
1843,0,23,0
1844,0,35,0
1845,0,33,0
1846,260,54,1
1847,0,32,0
1848,140,30,1
1849,0,30,0
1850,0,27,0
1851,0,29,0
1852,100,39,1
1853,0,27,0
1854,0,33,0
1855,0,24,0
1856,100,37,1
1857,100,31,1
1858,0,24,0
1859,0,31,0
1860,1420,59,1
1861,340,46,1
1862,0,21,0
1863,0,24,0
1864,0,30,0
1865,0,23,0
1866,100,24,1
1867,0,32,0
1868,140,41,1
1869,40,34,1
1870,0,30,0
1871,0,20,0
1872,0,23,0
1873,80,37,1
1874,100,30,1
1875,0,31,0
1876,40,35,1
1877,0,30,0
1878,80,43,1
1879,0,26,0
1880,300,37,1
1881,120,44,1
1882,100,30,1
1883,40,33,1
1884,200,31,1
1885,280,55,1
1886,0,25,0
1887,80,33,1
1888,0,27,0
1889,140,35,1
1890,100,43,1
1891,80,39,1
1892,80,40,1
1893,100,45,1
1894,0,31,0
1895,0,39,0
1896,0,20,0
1897,0,28,0
1898,0,39,0
1899,0,26,0
1900,0,31,0
1901,0,22,0
1902,0,25,0
1903,300,38,1
1904,480,52,1
1905,40,23,1
1906,460,50,1
1907,0,25,0
1908,0,32,0
1909,0,27,0
1910,0,23,0
1911,0,26,0
1912,340,30,1
1913,0,25,0
1914,340,34,1
1915,0,27,0
1916,0,21,0
1917,0,32,0
1918,40,29,1
1919,40,38,1
1920,0,34,0
1921,460,59,1
1922,0,25,0
1923,0,33,0
1924,180,36,1
1925,40,38,1
1926,0,20,0
1927,0,30,0
1928,0,25,0
1929,0,23,0
1930,0,37,0
1931,120,42,1
1932,0,21,0
1933,180,35,1
1934,0,28,0
1935,0,29,0
1936,0,32,0
1937,0,18,0
1938,0,28,0
1939,100,34,1
1940,120,44,1
1941,0,28,0
1942,300,41,1
1943,120,34,1
1944,160,45,1
1945,0,33,0
1946,0,28,0
1947,40,33,1
1948,0,33,0
1949,320,47,1
1950,0,22,0
1951,40,34,1
1952,300,31,1
1953,0,25,0
1954,40,34,1
1955,140,37,1
1956,0,26,0
1957,80,39,1
1958,100,36,1
1959,40,37,1
1960,0,23,0
1961,0,28,0
1962,0,26,0
1963,0,22,0
1964,0,31,0
1965,300,43,1
1966,0,33,0
1967,0,33,0
1968,0,25,0
1969,0,34,0
1970,0,20,0
1971,0,28,0
1972,0,29,0
1973,0,25,0
1974,0,33,0
1975,0,21,0
1976,0,38,0
1977,120,45,1
1978,0,35,0
1979,140,30,1
1980,180,37,1
1981,0,24,0
1982,0,22,0
1983,40,31,1
1984,0,34,0
1985,400,50,1
1986,400,46,1
1987,40,40,1
1988,0,29,0
1989,0,33,0
1990,0,24,0
1991,140,26,1
1992,0,22,0
1993,80,36,1
1994,0,23,0
1995,0,25,0
1996,0,29,0
1997,0,30,0
1998,0,32,0
1999,1380,48,1
2000,0,34,0
2001,440,50,1
2002,0,27,0
2003,0,27,0
2004,0,26,0
2005,0,32,0
2006,0,37,0
2007,340,44,1
2008,0,25,0
2009,0,29,0
2010,80,36,1
2011,40,37,1
2012,100,39,1
2013,0,30,0
2014,40,32,1
2015,120,41,1
2016,0,30,0
2017,0,35,0
2018,0,32,0
2019,0,35,0
2020,80,40,1
2021,0,29,0
2022,0,27,0
2023,0,29,0
2024,0,25,0
2025,40,37,1
2026,0,28,0
2027,0,25,0
2028,0,29,0
2029,40,33,1
2030,0,35,0
2031,0,24,0
2032,0,31,0
2033,0,33,0
2034,180,51,1
2035,140,45,1
2036,0,25,0
2037,0,30,0
2038,100,36,1
2039,40,35,1
2040,280,34,1
2041,40,37,1
2042,0,26,0
2043,0,30,0
2044,0,26,0
2045,0,20,0
2046,0,33,0
2047,0,28,0
2048,0,29,0
2049,40,36,1
2050,40,39,1
2051,80,44,1
2052,800,55,1
2053,80,40,1
2054,40,38,1
2055,0,28,0
2056,0,21,0
2057,0,25,0
2058,0,26,0
2059,80,41,1
2060,0,20,0
2061,0,34,0
2062,0,35,0
2063,120,32,1
2064,40,40,1
2065,360,40,1
2066,0,26,0
2067,100,37,1
2068,80,40,1
2069,0,22,0
2070,40,37,1
2071,0,23,0
2072,0,32,0
2073,0,36,0
2074,80,39,1
2075,180,32,1
2076,40,33,1
2077,40,34,1
2078,0,36,0
2079,180,37,1
2080,0,28,0
2081,0,27,0
2082,40,40,1
2083,0,24,0
2084,0,23,0
2085,80,37,1
2086,80,41,1
2087,340,44,1
2088,200,48,1
2089,0,27,0
2090,40,32,1
2091,0,24,0
2092,0,25,0
2093,0,21,0
2094,0,32,0
2095,0,28,0
2096,100,29,1
2097,0,27,0
2098,240,34,1
2099,0,25,0
2100,0,22,0
2101,0,28,0
2102,0,30,0
2103,0,23,0
2104,0,29,0
2105,0,24,0
2106,0,29,0
2107,0,27,0
2108,80,29,1
2109,0,27,0
2110,160,43,1
2111,0,28,0
2112,0,39,0
2113,0,31,0
2114,0,27,0
2115,120,38,1
2116,0,25,0
2117,0,26,0
2118,80,45,1
2119,0,33,0
2120,380,46,1
2121,140,31,1
2122,0,32,0
2123,160,42,1
2124,40,33,1
2125,100,25,1
2126,160,40,1
2127,0,24,0
2128,120,39,1
2129,40,38,1
2130,0,28,0
2131,0,27,0
2132,0,38,0
2133,0,24,0
2134,100,36,1
2135,0,23,0
2136,0,30,0
2137,0,36,0
2138,0,27,0
2139,140,44,1
2140,0,23,0
2141,100,41,1
2142,80,39,1
2143,340,36,1
2144,80,25,1
2145,180,53,1
2146,0,24,0
2147,0,26,0
2148,120,42,1
2149,40,35,1
2150,180,30,1
2151,0,25,0
2152,300,40,1
2153,0,27,0
2154,0,28,0
2155,80,43,1
2156,180,49,1
2157,0,38,0
2158,0,31,0
2159,40,32,1
2160,260,39,1
2161,0,20,0
2162,0,39,0
2163,40,30,1
2164,0,21,0
2165,100,25,1
2166,40,27,1
2167,140,37,1
2168,0,20,0
2169,0,24,0
2170,0,18,0
2171,0,40,0
2172,0,28,0
2173,0,32,0
2174,0,35,0
2175,40,37,1
2176,80,43,1
2177,0,23,0
2178,0,22,0
2179,0,39,0
2180,0,32,0
2181,0,21,0
2182,340,43,1
2183,0,26,0
2184,0,31,0
2185,0,28,0
2186,380,45,1
2187,0,22,0
2188,0,26,0
2189,0,31,0
2190,0,24,0
2191,0,39,0
2192,0,33,0
2193,0,39,0
2194,0,27,0
2195,0,31,0
2196,0,24,0
2197,40,37,1
2198,0,29,0
2199,40,41,1
2200,40,37,1
2201,0,25,0
2202,260,43,1
2203,0,24,0
2204,0,26,0
2205,0,32,0
2206,0,29,0
2207,0,28,0
2208,0,26,0
2209,100,39,1
2210,0,37,0
2211,0,27,0
2212,0,27,0
2213,0,25,0
2214,0,24,0
2215,0,31,0
2216,0,38,0
2217,0,32,0
2218,220,44,1
2219,40,32,1
2220,0,29,0
2221,0,31,0
2222,0,24,0
2223,0,20,0
2224,140,38,1
2225,80,40,1
2226,100,29,1
2227,0,29,0
2228,0,25,0
2229,40,37,1
2230,0,35,0
2231,0,28,0
2232,0,31,0
2233,0,26,0
2234,0,24,0
2235,0,31,0
2236,0,39,0
2237,0,36,0
2238,80,33,1
2239,0,28,0
2240,40,39,1
2241,40,29,1
2242,140,47,1
2243,40,28,1
2244,0,25,0
2245,0,24,0
2246,320,57,1
2247,1680,67,1
2248,0,24,0
2249,0,25,0
2250,0,25,0
2251,0,24,0
2252,0,27,0
2253,0,35,0
2254,40,36,1
2255,0,30,0
2256,0,25,0
2257,0,29,0
2258,40,33,1
2259,0,21,0
2260,0,27,0
2261,140,31,1
2262,80,36,1
2263,0,38,0
2264,0,23,0
2265,120,45,1
2266,0,33,0
2267,0,28,0
2268,0,28,0
2269,0,35,0
2270,40,34,1
2271,40,38,1
2272,0,21,0
2273,40,39,1
2274,0,35,0
2275,0,25,0
2276,0,25,0
2277,0,25,0
2278,0,28,0
2279,0,29,0
2280,0,33,0
2281,0,25,0
2282,300,25,1
2283,140,22,1
2284,0,22,0
2285,220,37,1
2286,0,23,0
2287,0,38,0
2288,40,36,1
2289,0,31,0
2290,1240,38,1
2291,0,41,0
2292,580,52,1
2293,0,21,0
2294,0,24,0
2295,0,24,0
2296,0,28,0
2297,0,26,0
2298,0,31,0
2299,0,28,0
2300,0,32,0
2301,0,21,0
2302,180,41,1
2303,80,41,1
2304,0,22,0
2305,0,27,0
2306,120,38,1
2307,0,32,0
2308,80,33,1
2309,0,24,0
2310,0,26,0
2311,0,28,0
2312,320,55,1
2313,0,32,0
2314,0,25,0
2315,0,26,0
2316,0,30,0
2317,40,32,1
2318,40,37,1
2319,0,24,0
2320,40,35,1
2321,380,45,1
2322,340,27,1
2323,100,41,1
2324,0,33,0
2325,40,38,1
2326,300,28,1
2327,0,22,0
2328,80,44,1
2329,40,33,1
2330,0,22,0
2331,180,39,1
2332,0,22,0
2333,0,30,0
2334,0,20,0
2335,0,29,0
2336,260,44,1
2337,40,35,1
2338,40,35,1
2339,40,30,1
2340,0,17,0
2341,0,23,0
2342,80,35,1
2343,80,38,1
2344,0,23,0
2345,0,23,0
2346,140,37,1
2347,0,26,0
2348,0,21,0
2349,0,33,0
2350,380,53,1
2351,80,29,1
2352,0,32,0
2353,0,21,0
2354,0,29,0
2355,0,23,0
2356,0,31,0
2357,40,39,1
2358,0,23,0
2359,0,31,0
2360,0,27,0
2361,280,48,1
2362,0,23,0
2363,0,38,0
2364,320,60,1
2365,100,37,1
2366,160,52,1
2367,40,29,1
2368,520,49,1
2369,120,32,1
2370,520,42,1
2371,0,20,0
2372,0,24,0
2373,0,26,0
2374,380,32,1
2375,0,30,0
2376,500,58,1
2377,0,31,0
2378,0,24,0
2379,0,30,0
2380,260,49,1
2381,260,52,1
2382,40,38,1
2383,0,27,0
2384,140,39,1
2385,0,31,0
2386,300,31,1
2387,40,34,1
2388,40,23,1
2389,0,26,0
2390,0,25,0
2391,200,37,1
2392,80,44,1
2393,0,24,0
2394,0,37,0
2395,0,25,0
2396,160,42,1
2397,40,40,1
2398,40,36,1
2399,0,21,0
2400,0,27,0
2401,0,27,0
2402,0,25,0
2403,0,40,0
2404,40,31,1
2405,0,32,0
2406,0,27,0
2407,300,41,1
2408,40,32,1
2409,0,26,0
2410,0,26,0
2411,180,38,1
2412,0,33,0
2413,0,23,0
2414,260,54,1
2415,0,24,0
2416,0,39,0
2417,0,27,0
2418,0,32,0
2419,0,30,0
2420,0,25,0
2421,0,21,0
2422,0,34,0
2423,0,25,0
2424,40,32,1
2425,0,33,0
2426,380,53,1
2427,0,23,0
2428,320,53,1
2429,0,21,0
2430,100,35,1
2431,0,27,0
2432,40,33,1
2433,0,24,0
2434,220,45,1
2435,0,26,0
2436,0,23,0
2437,0,25,0
2438,0,32,0
2439,80,42,1
2440,0,35,0
2441,140,31,1
2442,40,32,1
2443,100,24,1
2444,40,43,1
2445,0,37,0
2446,0,26,0
2447,40,35,1
2448,0,17,0
2449,40,38,1
2450,0,20,0
2451,280,51,1
2452,0,26,0
2453,0,22,0
2454,0,36,0
2455,120,46,1
2456,100,25,1
2457,0,24,0
2458,40,36,1
2459,0,26,0
2460,0,28,0
2461,0,28,0
2462,140,42,1
2463,40,40,1
2464,240,37,1
2465,0,37,0
2466,340,35,1
2467,0,29,0
2468,0,18,0
2469,40,38,1
2470,0,26,0
2471,40,38,1
2472,0,29,0
2473,0,31,0
2474,0,23,0
2475,0,34,0
2476,120,37,1
2477,80,45,1
2478,0,25,0
2479,0,33,0
2480,0,25,0
2481,0,29,0
2482,0,28,0
2483,100,36,1
2484,100,26,1
2485,300,30,1
2486,0,28,0
2487,100,28,1
2488,40,30,1
2489,0,35,0
2490,0,31,0
2491,100,34,1
2492,0,40,0
2493,0,21,0
2494,100,25,1
2495,80,43,1
2496,40,33,1
2497,0,29,0
2498,0,27,0
2499,0,25,0
2500,0,24,0
2501,0,27,0
2502,0,21,0
2503,40,38,1
2504,540,60,1
2505,340,48,1
2506,0,25,0
2507,0,29,0
2508,0,23,0
2509,0,32,0
2510,140,36,1
2511,0,27,0
2512,200,38,1
2513,0,24,0
2514,0,34,0
2515,280,40,1
2516,0,20,0
2517,80,42,1
2518,0,36,0
2519,0,21,0
2520,100,37,1
2521,0,27,0
2522,0,22,0
2523,400,54,1
2524,80,37,1
2525,0,31,0
2526,0,25,0
2527,40,33,1
2528,0,33,0
2529,0,26,0
2530,340,33,1
2531,340,45,1
2532,0,21,0
2533,0,28,0
2534,0,40,0
2535,80,39,1
2536,40,32,1
2537,380,52,1
2538,0,23,0
2539,0,23,0
2540,0,26,0
2541,0,29,0
2542,0,29,0
2543,0,22,0
2544,0,30,0
2545,0,25,0
2546,0,28,0
2547,300,23,1
2548,0,25,0
2549,0,25,0
2550,0,30,0
2551,0,22,0
2552,0,28,0
2553,0,26,0
2554,0,31,0
2555,80,37,1
2556,0,22,0
2557,340,47,1
2558,100,41,1
2559,80,39,1
2560,0,34,0
2561,100,37,1
2562,40,41,1
2563,80,25,1
2564,120,42,1
2565,0,28,0
2566,0,36,0
2567,240,53,1
2568,0,26,0
2569,0,34,0
2570,0,30,0
2571,0,22,0
2572,0,21,0
2573,0,23,0
2574,0,25,0
2575,40,39,1
2576,0,38,0
2577,40,41,1
2578,0,27,0
2579,0,25,0
2580,0,19,0
2581,0,22,0
2582,0,26,0
2583,0,34,0
2584,0,31,0
2585,80,31,1
2586,0,24,0
2587,0,31,0
2588,0,39,0
2589,0,19,0
2590,340,49,1
2591,220,53,1
2592,0,26,0
2593,100,43,1
2594,0,22,0
2595,0,26,0
2596,300,39,1
2597,0,26,0
2598,0,31,0
2599,40,39,1
2600,200,47,1
2601,40,44,1
2602,0,21,0
2603,0,26,0
2604,140,44,1
2605,180,42,1
2606,720,49,1
2607,0,25,0
2608,180,44,1
2609,0,33,0
2610,300,26,1
2611,100,37,1
2612,40,41,1
2613,0,24,0
2614,0,27,0
2615,80,38,1
2616,0,22,0
2617,40,35,1
2618,0,34,0
2619,40,31,1
2620,0,23,0
2621,0,36,0
2622,100,31,1
2623,40,38,1
2624,140,41,1
2625,0,28,0
2626,40,32,1
2627,0,39,0
2628,0,34,0
2629,440,52,1
2630,0,27,0
2631,400,51,1
2632,0,20,0
2633,0,29,0
2634,0,23,0
2635,0,27,0
2636,140,46,1
2637,40,32,1
2638,0,27,0
2639,40,29,1
2640,140,43,1
2641,160,45,1
2642,0,32,0
2643,40,40,1
2644,0,27,0
2645,0,29,0
2646,0,30,0
2647,0,21,0
2648,0,23,0
2649,0,28,0
2650,0,28,0
2651,240,48,1
2652,0,32,0
2653,0,24,0
2654,40,38,1
2655,0,28,0
2656,0,35,0
2657,0,25,0
2658,0,28,0
2659,100,21,1
2660,0,21,0
2661,0,25,0
2662,0,24,0
2663,40,24,1
2664,300,27,1
2665,180,41,1
2666,0,28,0
2667,0,31,0
2668,120,40,1
2669,0,28,0
2670,0,24,0
2671,0,31,0
2672,0,30,0
2673,40,32,1
2674,100,34,1
2675,240,35,1
2676,0,26,0
2677,0,27,0
2678,100,44,1
2679,0,27,0
2680,0,25,0
2681,0,28,0
2682,300,23,1
2683,0,29,0
2684,40,36,1
2685,0,26,0
2686,100,41,1
2687,180,29,1
2688,100,29,1
2689,0,27,0
2690,0,19,0
2691,140,38,1
2692,0,20,0
2693,0,30,0
2694,260,53,1
2695,0,29,0
2696,0,36,0
2697,0,22,0
2698,100,27,1
2699,40,31,1
2700,0,30,0
2701,0,28,0
2702,140,47,1
2703,40,33,1
2704,0,25,0
2705,0,25,0
2706,380,43,1
2707,80,29,1
2708,0,30,0
2709,0,24,0
2710,0,21,0
2711,40,32,1
2712,0,28,0
2713,0,24,0
2714,0,28,0
2715,0,25,0
2716,40,42,1
2717,0,23,0
2718,0,27,0
2719,240,51,1
2720,100,36,1
2721,0,28,0
2722,40,41,1
2723,40,27,1
2724,0,25,0
2725,120,42,1
2726,0,32,0
2727,0,39,0
2728,0,35,0
2729,0,29,0
2730,0,25,0
2731,0,32,0
2732,120,42,1
2733,0,28,0
2734,0,27,0
2735,40,34,1
2736,100,39,1
2737,0,22,0
2738,0,26,0
2739,0,25,0
2740,40,41,1
2741,100,33,1
2742,0,35,0
2743,0,26,0
2744,40,37,1
2745,0,26,0
2746,0,32,0
2747,0,30,0
2748,100,42,1
2749,0,28,0
2750,40,22,1
2751,0,23,0
2752,0,29,0
2753,40,34,1
2754,80,41,1
2755,100,26,1
2756,0,22,0
2757,0,27,0
2758,0,25,0
2759,400,52,1
2760,0,23,0
2761,40,35,1
2762,40,33,1
2763,40,33,1
2764,0,33,0
2765,0,26,0
2766,0,21,0
2767,0,31,0
2768,100,24,1
2769,40,20,1
2770,0,24,0
2771,80,37,1
2772,0,20,0
2773,0,20,0
2774,160,44,1
2775,400,47,1
2776,140,44,1
2777,40,27,1
2778,140,37,1
2779,580,60,1
2780,0,25,0
2781,0,29,0
2782,0,33,0
2783,0,33,0
2784,0,25,0
2785,80,44,1
2786,40,39,1
2787,120,45,1
2788,0,23,0
2789,0,39,0
2790,0,31,0
2791,0,37,0
2792,300,33,1
2793,40,42,1
2794,0,36,0
2795,0,26,0
2796,140,49,1
2797,80,41,1
2798,180,48,1
2799,0,22,0
2800,0,23,0
2801,0,22,0
2802,0,24,0
2803,140,48,1
2804,1200,40,1
2805,80,44,1
2806,0,32,0
2807,140,39,1
2808,400,53,1
2809,0,28,0
2810,80,35,1
2811,0,32,0
2812,120,43,1
2813,40,28,1
2814,40,31,1
2815,0,23,0
2816,0,32,0
2817,140,47,1
2818,0,26,0
2819,0,27,0
2820,0,29,0
2821,120,40,1
2822,100,45,1
2823,0,26,0
2824,0,27,0
2825,200,43,1
2826,40,34,1
2827,0,35,0
2828,0,34,0
2829,180,46,1
2830,0,30,0
2831,0,33,0
2832,100,25,1
2833,140,35,1
2834,0,27,0
2835,0,32,0
2836,0,32,0
2837,0,32,0
2838,0,33,0
2839,0,23,0
2840,0,23,0
2841,340,49,1
2842,240,49,1
2843,100,21,1
2844,0,35,0
2845,0,40,0
2846,0,32,0
2847,0,21,0
2848,0,30,0
2849,0,25,0
2850,0,21,0
2851,0,27,0
2852,0,24,0
2853,0,28,0
2854,100,30,1
2855,0,27,0
2856,0,25,0
2857,80,41,1
2858,0,38,0
2859,0,22,0
2860,0,21,0
2861,80,46,1
2862,340,50,1
2863,0,21,0
2864,0,32,0
2865,0,33,0
2866,0,34,0
2867,300,27,1
2868,80,35,1
2869,0,26,0
2870,300,26,1
2871,40,37,1
2872,0,28,0
2873,0,28,0
2874,0,28,0
2875,280,56,1
2876,40,20,1
2877,0,36,0
2878,0,32,0
2879,540,43,1
2880,0,28,0
2881,0,40,0
2882,0,24,0
2883,0,27,0
2884,0,19,0
2885,140,33,1
2886,140,34,1
2887,0,29,0
2888,140,34,1
2889,0,26,0
2890,0,32,0
2891,0,23,0
2892,0,30,0
2893,0,23,0
2894,0,25,0
2895,80,35,1
2896,80,39,1
2897,180,50,1
2898,0,24,0
2899,0,30,0
2900,0,24,0
2901,200,49,1
2902,0,22,0
2903,140,31,1
2904,0,30,0
2905,0,33,0
2906,0,30,0
2907,0,23,0
2908,0,25,0
2909,80,38,1
2910,0,24,0
2911,0,34,0
2912,0,25,0
2913,0,26,0
2914,0,34,0
2915,0,30,0
2916,0,34,0
2917,40,22,1
2918,0,23,0
2919,0,26,0
2920,0,26,0
2921,100,45,1
2922,40,41,1
2923,0,26,0
2924,0,36,0
2925,100,43,1
2926,0,34,0
2927,0,32,0
2928,0,28,0
2929,0,28,0
2930,0,26,0
2931,40,25,1
2932,0,26,0
2933,0,34,0
2934,0,31,0
2935,220,42,1
2936,0,25,0
2937,0,21,0
2938,140,40,1
2939,0,23,0
2940,0,26,0
2941,0,28,0
2942,0,28,0
2943,100,40,1
2944,0,26,0
2945,0,24,0
2946,0,24,0
2947,40,32,1
2948,100,39,1
2949,440,43,1
2950,0,30,0
2951,0,23,0
2952,80,41,1
2953,40,35,1
2954,40,30,1
2955,0,27,0
2956,0,25,0
2957,0,29,0
2958,0,16,0
2959,220,41,1
2960,80,42,1
2961,0,27,0
2962,0,38,0
2963,0,36,0
2964,0,29,0
2965,40,35,1
2966,0,27,0
2967,0,24,0
2968,160,43,1
2969,40,30,1
2970,80,32,1
2971,0,26,0
2972,0,30,0
2973,0,21,0
2974,0,24,0
2975,0,33,0
2976,40,43,1
2977,140,24,1
2978,0,27,0
2979,40,42,1
2980,80,41,1
2981,40,36,1
2982,40,33,1
2983,0,19,0
2984,0,27,0
2985,100,34,1
2986,100,36,1
2987,40,37,1
2988,140,44,1
2989,40,33,1
2990,0,28,0
2991,0,36,0
2992,0,25,0
2993,0,35,0
2994,0,24,0
2995,0,29,0
2996,100,33,1
2997,280,52,1
2998,0,23,0
2999,0,39,0
3000,120,46,1
3001,0,27,0
3002,0,27,0
3003,40,34,1
3004,0,23,0
3005,0,37,0
3006,0,26,0
3007,540,61,1
3008,40,39,1
3009,100,24,1
3010,0,36,0
3011,340,44,1
3012,40,35,1
3013,40,37,1
3014,0,25,0
3015,380,51,1
3016,80,38,1
3017,40,36,1
3018,1320,57,1
3019,40,34,1
3020,560,51,1
3021,0,31,0
3022,160,42,1
3023,500,49,1
3024,80,28,1
3025,40,30,1
3026,1300,33,1
3027,0,26,0
3028,0,24,0
3029,40,37,1
3030,0,25,0
3031,0,24,0
3032,240,34,1
3033,0,37,0
3034,0,26,0
3035,0,32,0
3036,0,26,0
3037,0,39,0
3038,0,32,0
3039,280,54,1
3040,0,27,0
3041,0,37,0
3042,40,36,1
3043,0,38,0
3044,180,33,1
3045,0,21,0
3046,0,20,0
3047,180,31,1
3048,0,21,0
3049,0,24,0
3050,0,31,0
3051,0,24,0
3052,0,30,0
3053,40,26,1
3054,200,54,1
3055,0,41,0
3056,0,32,0
3057,340,24,1
3058,260,53,1
3059,0,32,0
3060,340,36,1
3061,80,38,1
3062,0,25,0
3063,0,29,0
3064,0,23,0
3065,80,41,1
3066,80,43,1
3067,0,36,0
3068,120,43,1
3069,80,38,1
3070,0,38,0
3071,80,38,1
3072,40,34,1
3073,100,30,1
3074,160,41,1
3075,0,38,0
3076,0,27,0
3077,0,26,0
3078,0,22,0
3079,1200,42,1
3080,40,39,1
3081,380,49,1
3082,80,35,1
3083,220,45,1
3084,0,31,0
3085,0,25,0
3086,0,27,0
3087,140,36,1
3088,0,35,0
3089,0,26,0
3090,0,24,0
3091,0,33,0
3092,40,37,1
3093,80,38,1
3094,0,30,0
3095,0,23,0
3096,0,33,0
3097,0,33,0
3098,0,26,0
3099,0,21,0
3100,80,36,1
3101,300,24,1
3102,0,29,0
3103,0,25,0
3104,0,24,0
3105,120,47,1
3106,0,24,0
3107,160,44,1
3108,0,24,0
3109,0,23,0
3110,100,41,1
3111,0,23,0
3112,200,47,1
3113,0,26,0
3114,0,34,0
3115,80,42,1
3116,0,34,0
3117,0,30,0
3118,0,20,0
3119,0,27,0
3120,0,23,0
3121,0,29,0
3122,0,23,0
3123,0,23,0
3124,0,20,0
3125,40,37,1
3126,0,27,0
3127,0,24,0
3128,0,34,0
3129,0,28,0
3130,160,42,1
3131,400,47,1
3132,540,48,1
3133,0,25,0
3134,0,26,0
3135,0,25,0
3136,0,39,0
3137,0,25,0
3138,0,33,0
3139,0,25,0
3140,120,23,1
3141,40,32,1
3142,40,33,1
3143,40,37,1
3144,0,29,0
3145,80,38,1
3146,100,33,1
3147,0,29,0
3148,0,25,0
3149,0,22,0
3150,200,50,1
3151,40,39,1
3152,0,30,0
3153,0,36,0
3154,40,32,1
3155,0,29,0
3156,0,25,0
3157,0,28,0
3158,260,57,1
3159,0,36,0
3160,0,26,0
3161,0,25,0
3162,0,27,0
3163,0,40,0
3164,0,25,0
3165,240,49,1
3166,0,26,0
3167,0,29,0
3168,300,33,1
3169,320,40,1
3170,140,48,1
3171,0,21,0
3172,180,43,1
3173,40,41,1
3174,0,31,0
3175,80,39,1
3176,80,36,1
3177,0,23,0
3178,0,25,0
3179,100,33,1
3180,0,24,0
3181,0,24,0
3182,0,30,0
3183,80,41,1
3184,0,35,0
3185,0,27,0
3186,220,51,1
3187,0,24,0
3188,220,47,1
3189,140,30,1
3190,0,26,0
3191,0,38,0
3192,0,28,0
3193,0,32,0
3194,0,36,0
3195,180,47,1
3196,120,27,1
3197,40,35,1
3198,100,30,1
3199,0,34,0
3200,240,49,1
3201,0,25,0
3202,0,27,0
3203,40,32,1
3204,1000,77,1
3205,0,29,0
3206,0,29,0
3207,80,36,1
3208,0,34,0
3209,0,36,0
